id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1162266347973124096,1162266347973124096,2019-08-16 13:04:25 India Standard Time,2019-08-16,13:04:25,+0530,423000189,chefabdulyaseen,Chef Abdul Yaseen,"{'type': 'Point', 'coordinates': [19.05619191, 72.83710711]}",Lunch time for Mumbai offices ! Hats off to this single largest tiffin service . He is on his way to feed the hungry ones #dabbawala #mumbai #indian #food #fresh #foodpornography #tiffin @ Siling Bridge Mumbai  https://t.co/Zj72TZ2r1q,en,[],['https://www.instagram.com/p/B1N2_eqn6tE/?igshid=cmr1s6hcdgfe'],[],0,0,0,"['dabbawala', 'mumbai', 'indian', 'food', 'fresh', 'foodpornography', 'tiffin']",[],https://twitter.com/chefabdulyaseen/status/1162266347973124096,False,,0,,Mumbai ,,,,,,[],,,,
1155125739697688576,1155125739697688576,2019-07-27 20:10:12 India Standard Time,2019-07-27,20:10:12,+0530,129503049,sandysmartest,Sandeep tak,,It was honour to meet and listen from him   Dr Pawan Agarwal ceo Mumbai dabbawala association and motivational speaker. @dragrawalpawan #iifl #iiflhomefinance @IIFLHomeFinance  https://t.co/TjC9WG3PzG,en,"[{'screen_name': 'dragrawalpawan', 'name': 'dr pawan agrawal', 'id': '1425263574'}]",[],['https://pbs.twimg.com/media/EAfUuioXsAI8wb5.jpg'],0,0,1,"['iifl', 'iiflhomefinance']",[],https://twitter.com/sandysmartest/status/1155125739697688576,False,,1,https://pbs.twimg.com/media/EAfUuioXsAI8wb5.jpg,Mumbai ,,,,,,[],,,,
1149879258233364481,1149879258233364481,2019-07-13 08:42:33 India Standard Time,2019-07-13,08:42:33,+0530,17964981,rajennair,rajennair,"{'type': 'Point', 'coordinates': [18.935, 72.8359]}","#SaturdayMotivation Mumbai’s dabbawala using a handcart to deliver food packed in tiffins to Offices in fort and Nariman point, they are famous for employing chains of human hands delivering tiffins using handcarts,…  https://t.co/nQXjuroaLc",en,[],['https://www.instagram.com/p/BzzaZGYAhKg/?igshid=1ljsc0vebd7zl'],[],0,0,0,['saturdaymotivation'],[],https://twitter.com/rajennair/status/1149879258233364481,False,,0,,Mumbai ,,,,,,[],,,,
1149536625312972800,1149536625312972800,2019-07-12 10:01:03 India Standard Time,2019-07-12,10:01:03,+0530,17964981,rajennair,rajennair,"{'type': 'Point', 'coordinates': [18.935, 72.8359]}","#FridayMotivation Mumbai’s dabbawala using a handcart to deliver food packed in tiffins to Offices in fort and Nariman point, they are famous for employing chains of human hands delivering tiffins using handcarts,…  https://t.co/Znpb7uWFRP",en,[],['https://www.instagram.com/p/BzzaZGYAhKg/?igshid=69f1cl8feb5n'],[],0,0,1,['fridaymotivation'],[],https://twitter.com/rajennair/status/1149536625312972800,False,,0,,Mumbai ,,,,,,[],,,,
1140521484110028800,1140521484110028800,2019-06-17 12:58:06 India Standard Time,2019-06-17,12:58:06,+0530,344555260,actuallynhn,Nishad Naik,"{'type': 'Point', 'coordinates': [18.9944803, 72.82503597]}","Last evening SodaBottleOpenerWala unveiled a comic book on dabbawalas at Palladium, Mumbai. The comic book, titled “Dabbawala” by artist Abhijit Kini is inspired by the Dabbawalas and is dedicated to the true…  https://t.co/N4dLwDuzXW",en,[],['https://www.instagram.com/p/ByzW-pDgPrj/?igshid=fer1p97u1ugk'],[],1,0,0,[],[],https://twitter.com/ActuallyNhN/status/1140521484110028800,False,,0,,Mumbai ,,,,,,[],,,,
1138689352761036801,1138689352761036801,2019-06-12 11:37:52 India Standard Time,2019-06-12,11:37:52,+0530,869509840514686976,mumbaidreamtour,mumbaidreamtours,"{'type': 'Point', 'coordinates': [19.01996, 72.84084]}","Meet The Dabbawalas of Mumbai!  For anyone who has ever been to Mumbai, the Dabbawalas are a special class of people who everyone knows! For the uninitiated though – Who is a Dabbawalla?   The word “dabbawala” in…  https://t.co/5qEBJIxBCs",en,[],['https://www.instagram.com/p/BymV03sgcMP/?igshid=ipr3c3pb0rzp'],[],0,0,0,[],[],https://twitter.com/mumbaidreamtour/status/1138689352761036801,False,,0,,Mumbai ,,,,,,[],,,,
1131783345803710464,1131783343748423680,2019-05-24 10:15:51 India Standard Time,2019-05-24,10:15:51,+0530,3613188793,jagaha_cre,JAGAHA,,"If you work in Mumbai, you have most likely encountered them at some point of your working life, and if not, we made this video so you are not left unaware of this amazing set of humans we fondly call 'Mumbaicha Dabbawala' @mumbaidabbawale    https://t.co/29lGEGoV1E",en,"[{'screen_name': 'mumbaidabbawale', 'name': 'mumbai dabbawala', 'id': '1057570612858707971'}]",['https://youtu.be/VxLYwOJ5cLQ'],[],0,0,1,[],[],https://twitter.com/JAGAHA_CRE/status/1131783345803710464,False,,0,,Mumbai ,,,,,,[],,,,
1128984883886530561,1128984883886530561,2019-05-16 16:55:46 India Standard Time,2019-05-16,16:55:46,+0530,869509840514686976,mumbaidreamtour,mumbaidreamtours,"{'type': 'Point', 'coordinates': [19.0621, 72.8764]}","Meet The Dabbawalas of Mumbai!  For anyone who has ever been to Mumbai, the Dabbawalas are a special class of people who everyone knows! For the uninitiated though – Who is a Dabbawalla?   The word “dabbawala” in…  https://t.co/CmLVgwSACM",en,[],['https://www.instagram.com/p/BxhYux8nIEK/?igshid=1oaan1nwkpa5q'],[],0,0,0,[],[],https://twitter.com/mumbaidreamtour/status/1128984883886530561,False,,0,,Mumbai ,,,,,,[],,,,
1117677497666035714,1117677497666035714,2019-04-15 12:04:15 India Standard Time,2019-04-15,12:04:15,+0530,240887567,briancassey,Brian Cassey,"{'type': 'Point', 'coordinates': [18.9349873, 72.8305726]}","… “Dabbawala”… image by © Brian Cassey @briancassey … one of the approx five thousand strong army of Dabbawala’s wait outside Churchgate Station in Mumbai, India for some of the estimated…  https://t.co/3y95ANNIPQ",en,"[{'screen_name': 'briancassey', 'name': 'brian cassey', 'id': '240887567'}]",['https://www.instagram.com/p/BwRCvVzlGKm/?utm_source=ig_twitter_share&igshid=16257p4bewk0h'],[],0,0,0,[],[],https://twitter.com/briancassey/status/1117677497666035714,False,,0,,Mumbai ,,,,,,[],,,,
1090952368722755585,1090952368722755585,2019-01-31 18:08:08 India Standard Time,2019-01-31,18:08:08,+0530,869509840514686976,mumbaidreamtour,mumbaidreamtours,"{'type': 'Point', 'coordinates': [19.0621, 72.8764]}","Our Guest reviews of Today's Dabbawala, Dhobi ghat and Dharavi slum walking tour.  Book or call us Today  https://t.co/g534AkGwvg  #mumbai #mumbaidreamtours #Review @ Mumbai, Maharashtra  https://t.co/PBOheJjKXA",en,[],"['http://www.mumbaidreamtours.com', 'https://www.instagram.com/p/BtTJTXJnhFj/?utm_source=ig_twitter_share&igshid=c0xk15nbni0f']",[],0,0,1,"['mumbai', 'mumbaidreamtours', 'review']",[],https://twitter.com/mumbaidreamtour/status/1090952368722755585,False,,0,,Mumbai ,,,,,,[],,,,
